Create experiment path successfully at ./experiments/HGGNet_20250625
Create TFBoard path successfully at ./experiments/HGGNet_20250625/TFBoard
2025/06/25 14:13:53 'Distributed training:' False
2025/06/25 14:13:53 test: name=HGGNet_20250625, project=./experiments, data=./cfgs/dataset_configs/PCN.yaml, cfg=./cfgs/model_configs/HGGNet_7_4.yaml, distributed=False, num_workers=8, local_rank=0, resume=False, device=1, seed=2, test=False, inference=False, weights=, exist_ok=False, sync_bn=False, val_freq=1, deterministic=False, multi_process=True, experiment_path=./experiments/HGGNet_20250625, tfboard_path=./experiments/HGGNet_20250625/TFBoard, log_name=HGGNet_20250625
2025/06/25 14:13:53 HGGNet 🚀 2024-7-12 torch 1.8.1 
CUDA:1 (NVIDIA GeForce RTX 2080 Ti, 11012MiB)
2025/06/25 14:13:53 Set random seed to 2, deterministic: False
2025/06/25 14:13:56 Using Data parallel ...
2025/06/25 14:13:56 ========================= Epoach: 0 ===============================
epoch:0/600, data:0/3621, coarse_loss:85.73, p1_loss:104.80, p2_loss:127.15, dense_loss:182.84, lr:0.00020000
epoch:0/600, data:20/3621, coarse_loss:47.30, p1_loss:54.53, p2_loss:45.65, dense_loss:46.41, lr:0.00020000
epoch:0/600, data:40/3621, coarse_loss:50.27, p1_loss:53.55, p2_loss:42.55, dense_loss:38.30, lr:0.00020000
epoch:0/600, data:60/3621, coarse_loss:56.28, p1_loss:55.63, p2_loss:46.62, dense_loss:38.72, lr:0.00020000
epoch:0/600, data:80/3621, coarse_loss:57.84, p1_loss:57.81, p2_loss:48.24, dense_loss:40.60, lr:0.00020000
epoch:0/600, data:100/3621, coarse_loss:60.90, p1_loss:63.71, p2_loss:56.70, dense_loss:47.01, lr:0.00020000
epoch:0/600, data:120/3621, coarse_loss:43.22, p1_loss:42.47, p2_loss:33.37, dense_loss:28.08, lr:0.00020000
epoch:0/600, data:140/3621, coarse_loss:55.64, p1_loss:54.18, p2_loss:44.12, dense_loss:34.93, lr:0.00020000
epoch:0/600, data:160/3621, coarse_loss:58.67, p1_loss:56.46, p2_loss:47.99, dense_loss:37.77, lr:0.00020000
epoch:0/600, data:180/3621, coarse_loss:49.87, p1_loss:47.49, p2_loss:36.69, dense_loss:28.25, lr:0.00020000
epoch:0/600, data:200/3621, coarse_loss:57.17, p1_loss:56.29, p2_loss:44.61, dense_loss:36.53, lr:0.00020000
epoch:0/600, data:220/3621, coarse_loss:59.49, p1_loss:59.93, p2_loss:48.36, dense_loss:37.30, lr:0.00020000
epoch:0/600, data:240/3621, coarse_loss:41.84, p1_loss:41.69, p2_loss:33.57, dense_loss:27.76, lr:0.00020000
epoch:0/600, data:260/3621, coarse_loss:47.51, p1_loss:46.94, p2_loss:39.06, dense_loss:29.44, lr:0.00020000
epoch:0/600, data:280/3621, coarse_loss:45.14, p1_loss:44.32, p2_loss:36.52, dense_loss:28.38, lr:0.00020000
epoch:0/600, data:300/3621, coarse_loss:43.25, p1_loss:44.67, p2_loss:37.51, dense_loss:27.87, lr:0.00020000
epoch:0/600, data:320/3621, coarse_loss:43.35, p1_loss:42.10, p2_loss:33.55, dense_loss:25.99, lr:0.00020000
epoch:0/600, data:340/3621, coarse_loss:46.94, p1_loss:47.40, p2_loss:38.19, dense_loss:27.74, lr:0.00020000
epoch:0/600, data:360/3621, coarse_loss:37.95, p1_loss:40.57, p2_loss:36.48, dense_loss:28.71, lr:0.00020000
